ID,Star,Review
459,1,dislike it. you have to subscribe and pay to view the simplest things on the app. not worth it unless you pay. the max you can do there is just tract your cycle. you can't use anything else mor read anything on there unless you pay. get another app that can help you and an app where you can do much more. this is not worth it. if you don't want to pay every month. and it's pretty expensive too when other apps offer so much more without paying.
460,1,"Edit 2025: my last review was complaining about the constant pop-ups and chats, that would only be useful if I paid for premium. I don't need them, anyway. Recently I got a new phone, and all of my tracking data for the last 2 years disappeared. So, I'm starting from scratch. I only need this to track my phases, which it can barely do, apparently. Will probably just transition to my Fitbit app exclusively, since it still has all my data from 2018 no problem."
461,1,"I've used the app for 9 years or so. App is only good for basic tracking unless you want to pay extra, I can do that on a paper calendar. The amount of stuff behind a pay wall is ridiculous and out of hand. I'm officially going to start looking for a different app. plus the data leaks? no thanks."
462,1,"I enjoyed using this app and it was always somewhat accurate but it kicked me out of my account for no reason. i switched phones and tried signing back in but it wont accept my email or password (which i know is correct) and when I tried to send reset instructions to my email, it won't send. this is all right after I finally caved and paid for the subscription. Now I can't even access the app."
463,1,"I have been apart of Flo since it's release and it's so sad to see the money grab app it's turned into today. Some of us use this app just to stay organized about the changes in our cycles, now you can't even open the app or navigate through it without a pop up begging for money. If I didn't only use it 5 days out of the month or didn't have 10 years worth of data stored I'd probably switch apps. Plus there's a whole class action lawsuit going on so that's fun!"
464,4,Great app! Very helpful! Just wish it weren't so pushy with premium. Everytime I go into the app it sends me a pop-up asking me to talk about how I feel because of that time. I try to ignore it but I really wish I could turn off those pop-ups. Other than that it's a solid period tracker. Even for my irregular cycles.
465,3,"I've used this app for 6+ years and I really loved it. unfortunately for the past year or two the app has been fairly glitchy for me. It no longer saves my logged periods to the point it's telling me I'm over a year late. it fails to predict cycle dates too. finally having to let this app go, which is sad as I've used it with all of my pregnancies."
466,2,"it was wonderful for years until now. the most essential features are officially only accessible via payment. tracking is useless to me now with all the information essentially being held hostage with a price point. five years ago, it was awesome. all the information was generally free. now with the most basic feature (fertility prediction and chances of conception) locked up and only being able to track *symptoms* I have grown to hate this once lovable and arguably essential tool."
467,2,"I used this app free for years and was happy with it's basic prediction functions, but recently I switched phones and all my data was lost. The login feature is totally broken and no matter which option I choose it takes me to an error page. I guess I won't miss the constant push for premium now that I've switched to a new app."
468,5,This app is great for tracking and predicting your period. I really like that you can change the focus based on your goals like getting pregnant or just simply tracking your cycle. I use the app all the time to plan trips. There are also some good articles and recommendations from professionals in the app. I would recommend this app.
469,3,this app could be awesome if there was a bit more inclusivity. I want to track my hormonal cycles while I have an IUD and there's no options without actively bleeding. there's also no entries for some of my regular symptoms and it is 99% centered around pregnancy and ovulation. theres a lot more to women's hormonal health and cycles and I would love to see an app like this that wasn't targeted at women trying to get pregnant or avoid getting pregnant.
470,3,"App is great for tracking moods, periods, and many other symptoms that helped me understand my body better. I had premium for a year or two and the advice didn't really change or was specifically tailored to me. I stopped premium and now when I click on content I'm not allowed to see anything, even though I thought some of it was basic health knowledge."
471,3,"I like Flo and have been using it for years. There's a few things that could be improved, though. #1, Paywall; having the insights behind a paywall is nonsense. Offer them as a one-time low-cost payment to have access if need be. #2, the constant pop-up to subscribe; this is beyond annoying. #3, no sign-in after a reinstall; having to go through that whole questionnaire process again is frustrating & time consuming. #4 Subscription cost; absolutely ridiculous for a period tracker app."
472,1,"worst tracking app. I'm so tired of getting asked for money. Especially when most of the ""advice"" or reasoning for things can be simply googled. Thought it would be convenient to have an app that has it all in one place, but paying for that is outrageous and comical. And usually I have no issue with apps that have a subscription, to each their own if they want to pay for a membership, don't care. But there is no touching anything on the app without the dang pop up to pay"
473,4,"update: had to re-login after getting a new phone and there needs to be an option to login before the long intro sequence. The intro should also just be fully skippable, and I could do without the ""long press"" to set my intentions. While I appreciate the personalization, forcing us to click through feels condescending. It's up to me why I use this app, that's the whole point. The process is enough to scare off new users as well. I've used flo for a long time, but these changes give me pause."
474,2,"it's fine for tracking periods, but it won't stop shoving a subscription in your face. It feels like every time you open the app, every time you click on something, read something, close something, it has to ask if you want to buy a subscription. It gets real annoying real fast. There are probably better tracker apps out there tbh."
475,2,"This app has a hard time with my irregular periods. When I log a period it doesn't always restart my cycle. Because of that, it often tells me to take pregnancy tests when I know I'm not pregnant. That chat bot conversations aren't very informative or personalized. I regret paying for the app for a year. I can see how it'd be useful for someone with more regular periods."
476,1,"I stopped paying for it when they started to give false biology. the app does nothing special other than track your pregnancy and period while looking pretty. other than that it prohibits the basic free information you can get from Google unless you pay for it to be shown on the app, there are several free apps that provide way more accurate information and articles without making a subscription. everything in the app is achievable for free."
477,4,"it's a very good tracker, and most of my periods have been right on track, I appreciate they allow a free trial, which is great, and I understand this can't be free but most things are restricted the only thing you can really do is track and chat with strangers but sometimes its not that helpful, Not everyone has money for it, and I think a simple solution is to allow at least 3 free articles, but this is just a recommendation."
478,2,"I believe the app would be really great If not for the constant asking to pay for the subscription. A reminder from time to time is fine, but it's a little overwhelming when it's done too much. A change in that direction would definitely make people more eager to actually consider the payment, while now it just gets annoying instead of encouraging."
479,1,"This app will let you open the app without creating an account. If you have to replace your phone or app is removed, you will never get your medical data back. The yrs of logging your data is just gone. If you remember info and want to back log, you can't. I'm very disappointed with how they can not pull up my account, even after sending proof of payment from my email. I'm pregnant right now and had important info in notes. Save your time and go somewhere else."
480,2,"It's advertised as one of the best ""free"" period tracking apps (which is why I downloaded), but every touchpoint is interrupted by a pay wall. It will waste your time with seemingly ""complimentary"" features only to hit you with the credit card request 20 questions in. Super annoying. would love a suggestion for an alternative. I think if you're trying to get pregnant it makes sense to pay, but it's annoying they advertise so much as a ""free"" platform when that tier is REALLY annoying to use"
481,4,"The app is great and really helped me understand my body and menstrual cycle better. One suggestion: please consider recording menstrual days based on the exact time it starts (e.g. 9 PM) instead of counting it as a full day. Also, it would be better if we get to track the amount of exercise, vaginal discharge, and sleep hours. These details can support a more personalized and effective women’s health routine. Keep up the great work!"
482,2,"I've had this app for a few years now, i love that it will tell me when my monthly is coming but I hate how it is constantly telling to sign up for a plan. Why give me the option to learn more about MY body but then turn around and put a price tage on it. 7.99 a month is crazy but 39.99 a year is too. Especially for a teenage girl who's just now learning everything. Like I want to learn more about me and my body without losing money."
483,5,love this app and the support team. I had an old email address I deleted that I had used to sign up for flo with and when I got a new phone I couldn't access my account!! fortunately however I'd used a different account to purchase premium with and support managed to merge the accounts so I could access my 2 years of data with!! they were so helpful and just lovely!!
484,2,"I've been using this app for about a decade now. It was the first app I downloaded to help me track my irregular periods. This app helped me communicate with my doctor and my partner better and helped me get insight into my body. At first, you could get information you could google for free now. You have to pay for the short articles or to be diagnosed. Every time I open the app, there is one less free feature."
485,2,Have been using this app for about two years or so. Used to be a really good app but now you cannot use most of the features without it pestering for you to buy their premium subscription. It seems that they have taken most of the insights and features away from the free download and want you to pay the subscription for them now.
486,2,"it's very good at tracking your period but the reason I downloaded the app, is locked behind a pay wall 😞. I wanted the advice features and how to deal with certain things as a teenager but you can't click on anything without it being included in the premium membership. I wish flo could make it more accessible for teens that most likely don't have money but still wants advice 😅"
487,1,"This app asks for preferences, whether you're in a relationship, sexually active, etc. and then promptly ignores all your preferences and shows you articles and notifications about the stuff you didn't ask for anyway. This, of course, is only after premium has been thrown in your face so many times you forget that this app even has a single free feature. Which it really doesn't, their chat bot can't finish a complete thought without pulling out the beggar routine. wouldn't recommend"
488,5,I originally wanted to use this so I could compare calendars with another app and I've only had it for like 2 days so far but I actually really love all the features. my Fiancé is able to look at a lot more information than the other one I had and it asks a lot of questions. I'm about to find out if all the questions help with accurate information because this says my monthly is due tomorrow and my other one says a little under a week. I'll report back soon
489,5,"This app is truly amazing, had it since high school. I will give this app 5 stars if you guys added in the other forms of birth control that other women like myself have that might cause you not to have your period for a whole year or 2. I think that would be a game changer for you guys. Keep doing your thing 🤗💕 Edit: Nevermind, I just found those options in the app, 5 stars!!!"
490,2,"The app is pretty decent. I downloaded it just to track my period, so all the sex life and pregnancy tracking questions weren't the best thing to open the app to, and as a queer asexual person it was not very fun to be bombarded with all that. Especially since I'm fairly sure that all of those sex education were about straight sex. Which leads to my second critique of the app, without paying all the insights and articles are off limit. This app is pretty much just a period tracker with sex ads."
491,2,"This is a great app, with the major exception that this app really pushes the monthly or yearly subscription at every possible opportunity. If you don't want or can't afford the subscription, it's a real pain. I just want to track my cycle. It would be amazing if I could turn off the articles (most of which need a subscription to read). However, for tracking your period, this app is the best on the market (I've tried a fair number)."
492,4,"I've used this app for many years and love the prediction and analysis data and anonymous features. The bad is that while I understand the purpose of premium, I feel like it gets push way too frequently and caused me to use the app less (only for tracking). When they introduced the partner feature, it was so limited that my partner paid for the premium which then gave it to me. The partner feature is great but needs some work which I'll submit through their email."
493,1,"Used to be the best tracking app ever and I've been using it for the past 8-9 years. Unfortunately, it has been made clear that now they just care about money because half the things you used to be able to read/learn/do on the app now are hidden behind a paywall when they didn't use to be. Literally feel like I can't click anything without being told I need to have a subscription now. Finishing my pregnancy out with it just for tracking the weeks then switching to a different period tracker."
494,2,"if you're a free user this app is really annoying. they dont clearly state what is a premium feature, so you end up clicking on many things only to get a prompt to subscribe. I understand its a business and you need money. but all other apps show what's premium by using a star or crown icon on those features so you can make the decision for yourself if you want to click. this has given me a really negative view on the app even though the premium stuff looks really interesting bc I feel tricked"
495,4,"it's simple and I like the features they have, but almost all of them are behind a paywall except the symptoms tracker. don't expect much else from this app unless you plan on paying for it. And to be honest forcing people to pay for health education leaves a sour taste in my mouth. I'm not saying make the whole app free, but at least leave important/basic information available to everyone."
496,1,"EDIT:Still 1 ⭐️.After being told there is a free version with a tracker & notifications, it took 5 tries to close out the subscription popup.I wasn't told all you can track is your period. I get notifications for other categories I expressed interest in, but can't access any w/o paying.Subscription popups are aggressive & constant.Free version should have access to most of the other features, even if limited to use, instead of forced to do a free trial.Bad way to gain customers.I hope it's fixed"
497,5,"One of the best period tracking apps. I have been using it for over a year or two and the predictions are so accurate, it's so helpful to know exactly what's going on with your body! The flo assistant insights are really helpful as well, the secret chat is a great feature too! Girl to girl conversations without the fear of judgement are so refreshing."
498,1,"I wanted to download a copy of my data. This is not an option in the app and you are required to contact the app support email. You only receive the same ""copy and paste"" AI generated responses via email from a 3rd party service when you attempt to contact their app support. Despite requesting a copy multiple times, Flo will not provide me with a full copy of my own period/fertility data!"
499,4,"overall very accurate. whether it be predicting how I'm going to feel or other things like that, it's very helpful. one thing I don't like is how you have to pay for half of the features. don't get me wrong, if a had the money I 100% would buy premium because it is definitely worth it, but I don't have the money so unfortunately I cant. Great app though, would recommend as a period tracked!"
500,3,"Have used this app for years. Over all I like it, easy to use/ view all the data you put in. Originally you had access to all of the extra information, slowly alot of it was blocked unless you paid. Now apart from your calander/ entering symptoms you can't view anything unless you pay and you get constant pop ups trying to get you to subscribe making 90% of the apps features redundant. Think i'll start hunting around for a new app now."
501,5,"For the most part great!! Love the app for so many reasons. The ""couples"" portion DEFINITELY needs work 😬 Quiz answers are vague and limiting. ""none of the above"" or ""all of the above"" answers would be great. Even BETTER would be the option to type your own response, or ""choose all that apply"" options. Daily check ins for HER would also be beneficial. Daily check in answer options also need work and are very limiting. Developers!!! Help us!!!"
502,3,"The app is good, but costs too much. I bought it on sale for $20/yr; this is what I'd say it's worth, not the $60/yr they're asking for. I used it for my first pregnancy and it was informative enough. Helpful app once you get past the paywall. I'd buy it again for $20, but until then, it's useless because of the paywalls."
503,2,"I am so upset with the dark mode. I don't know who programmed it, or if anyone tested it before, but I can't see anything. Literally. The second you move to dark mode all the letters still stay white on a mostly white background. I now can't switch back to day mode or change theme, because I can't see where to click the button. It's a guessing game at this point It makes the app completely unusable. I am literally a few dead nerve endings away from deliting the app altogether"
504,5,"I have only been using Flo for a little while, but I have absolutely loved the experience. I think this app is really important and useful for girls, it helps them to understand their period and why their body may feel certain ways. it also gives you tips and tricks on beauty, and gets personal too. I think this app is amazing, especially because this is a good source to learn more about you and your periods."
505,5,Girl!! Tracking period Logging symptoms Get suggestions Keeping health logs Water tracking Partner linking You name it.... ⭐️ I have had this app for how long I don't remember. It has helped me keep my EVERYTHING on track since then. Definitely recommend it. But if it had more themes in black version I'd love that. ✨️. It feels like therapy when Logging in my periods 😂
506,3,"Pros: Best app for tracking period. It has many good features. and adding your (bf) partner is one such. cons: (needed improvement) - would be great if we can choose more symptoms like leg swelling, leg pain, chestache etc etc... - and need more discharge colors and textures... - It would be the best app ever if we include an option where our added partner can see about our symptoms, moods, and how heavy the flow is... (so atleast the 💚 flag men will treat their gf better)"
507,4,"I love everything about this app. It's really accurate and it provides helpful tips and information. I wish the sync with google fit would work (sleep, period, weight) but for some reason at least for me it doesn't. It would also be very helpful if water intake and other stuff like that could be synced with apps like samsung health or health sync! Edit: A dark mode option would also be very helpful!"
508,2,"Money robbing!!! Hardly anything is free. Basically track your period, ovulation or pregnancy for free and everything else you need is behind a paywall Good app, great for tracking everything but I will say this app is terrible for the free option. You need more articles ect for free as not many people can afford the premium and some need the info but other than that, great app, very good with predictions!! I get you need to make some things money but not the whole app.. it's a joke"
509,5,"I have used flo for around 8 years or more I used it to get pregnant with my daughter(7) when my oldest son(10) was 2 even though I was in denial that I was even pregnant with her b/c with my son It took 10 years to get pregnant so this app does accurately predict the best day to concieve. It also has pregnancy mode and shows the growth of the baby, And now you can add your partner so they can see your fertility window, I 100% recommend , even if to just keep track of your cycle days."
510,4,"I absolutely love this app as it is quite accurate. 1 thing I can think of that they could do to improve the app is for it to allow u to add things to the symptoms, discharge, digestion and stool, mood, other and activity lists that it already gives u like my other app does which is actually awesome and helps make it easier to read and deal with as I instead have to add it to my notes 📝 and Idk how accurately it adds those symptoms to my results."
511,3,It's an informative app but not as interactive for couples. I use it with my gf and all I get on my end is the ability to see her cycle days and ovulation windows. It would be nicer to have the ability to log her mood from my perspective if she wanted so she can get another person's input. That and other features to be logged by either person would be very useful in my opinion.
512,1,"I used to love this app. It used to provide information in the free version. I used to be able to customize it but it's just harsh white with pink text. Flo is just a glorified calendar. Tap literally any tab and it's behind a pay wall. Any topic at all. Pay wall. (And they really push the premium version in your face) It's actually frustrating. I used this app throughout my pregnancy but anything interesting I want to read, i have to pay for. It used to be convenient. I used to love Flo..."
513,3,"Very useful for recording symptoms from physical to emotional, but I can't in good conscience rate this app very high. When you record certain symptoms, the app will prompt a coded chat to assist, which is a good thing. The bad thing, however, is that many, many things are locked behind a premium plan, which is not clarified until you hit that point. It's really disheartening when the chats suggest an empathetic tone, then slip right into that ""try premium free!"" spiel."
514,2,"Bloated with repetitive and less than useful ""insights"" even on premium version. Chats seem to be full of bots making it tough to find relevant information. Not enough flexibility to deal with big changes to the cycle like PCOS. Basic tracking is algorithm based so works mostly ok if your body is consistent."
515,4,"overall the app is great, i just have a suggestion. while viewing weight chart, it shows the graph in intervals of a period cycle, it would be better if graph is continuous and not just divided into period cycles. a continuous graph will help us see how our weight is fluctuating not just for a period cycle but over time as well."
516,2,Flo is a great app. I transferred all my apps to my new phone and now it's not allowing me to get pass 'Choose your plan' all I'm seeing is reviews and it's frustrating that I can't get past it. I un-installed and reinstalled and I'm still having the same issue.
517,1,"It's been years and still no return of the dark themes that were removed and no new dark mode implemented, despite saying it would. Bit fed up of my retinas being singed every time I want to log a symptom or track my cycle. Edit: Not sure why dark mode is not available, it's 2024 almost every app has some form of dark mode implemented."
518,1,"Membership needed to access lots of content. Lots of features are presented to you but then locked by membership. Notification suggested its the best time to conceive yet first day of last period was 7 days ago? Which suggests the advice is very generic bordering on inaccurate. Too many features, notifications and membership pop ups that it's more hassle than it's worth to track my period."
519,1,"It's a very nice app. It worked well until I changed my device. After that, I haven't been able to access my account. I haven't been able to reach anyone from customer support. I paid for the year, so annoying. Update: Customer support finally reached out and there was no way to recover my info. The app is really nice, but it's unfortunate that something as common as changing a device will make you all the info you've been tracking."
520,5,"The app is designed perfectly for women. I've been using it for more than a year, and it helps me to track my irregular menstrual cycle. The prediction is quite accurate. So far, there's No better app than this one to help me gain the monthly insight about my own body. It's super easy to use, it definitely helpful for those who struggle with irregular menstrual cycle or those who want to get pregnant. Love this app so muchhh...."
521,2,"To who it may concern, Please come to my assistance. Earlier today I noticed I had been charged for a premium subscription and I don't remember authorising it. It doesn't show on my Google play, but my Flo account has now changed to premium. I have no order receipt, or record of the transaction on my Google account. Can you come to my assistance? This is expensive and I want to cancel the subscription, request a refund and go back to Flo basic. It's very frustrating trying to figure this out."
522,2,"Somewhat useful, I only use the free mode. The tracker is accurate for periods, Useless when you're pregnant. I get constant notifications which I can't turn off, most things that are recommended are locked behind a paywall. I can't change how far along I am so everything pushed at me is irrelevant and inaccessible. I'm so close to uninstalling purely because of the notification harassment."
523,4,"Have used the app for years and always paid for the premium account. I noticed the app changed my profile to track cycle and not get pregnant. When trying to change, the subscription goes up to £44.99 instead of £14.99 which it currently is. Also, I recently got the Oura ring which says it can connect to Flo. However it seems impossible. The instructions to connect don't match with the app and there is nowhere in Flo that mentions supporting apps."
524,1,"Free partner version is extremely simple, no added value rather than being able to track my partner's cycle on the calendar. The given advices are very superficial and doesn't align much. All that topped with extreme pushy approach on singing up for the paid version. Every time I open the app I have to skip to several ""stories"" about the paid verson to then open the app. Got access to anything in the app rather than the calendar and the ""advices"". Super limited n annoying! U guys can do better."
525,2,"The app itself is good. I like the functions and everything. The only problem is that whatever you click, it pops up that the function is only available with a subscription. Sometimes even if you don't click any paid function, ads still pop up. I realize the hard work etc. but it's starting to get really annoying and it's hard to use the app if everything is locked under a subscription, especially when the trial version is no longer available."
526,1,"Love the graphics, but that's about it. You literally can't use this app without subscribing to an overpriced plan. It's an obscene amount for what it does. Every pop-up and explanation is behind a subscription wall, and it doesn't even offer much more than a quick question to ChatGPT. For now I'll keep using the basic feature - tracking, but I wonder how long before even that is paid."
527,1,"Don't understand why people like it so much. SEVERAL times a day I get ridiculous notifications from this app telling me ""oh today you might feel like this!"" or ""expect to be more sad today"" among other things, and there isn't a single setting to be able to turn them off. I wanted a simple app that tracks my period and warns me a day or 2 in advance with notifications, but I can't turn off the notifications because then I will have no heads up about my period."
528,2,"I’ve been a loyal user—premium for four years and basic for more than five—and I used to love this app. Unfortunately, I’m now considering cancelling my premium subscription due to persistent bugs. I keep receiving notifications despite turning them off, and more importantly, the app no longer provides information about my cycle. With its core feature missing, it's hard to justify the subscription cost."
529,2,"Seems to be a great tracking app, but really not very LGBTIQA+ friendly. Usually I'm not one to mention this as I understand queer relationships are the minority, but this app could do so many small things to make it more inclusive. For example, just some slight terminology changes and the addition of a few more options in the daily tracking section would make a huge difference. Disappointing to have paid for an app which isn't built to be inclusive of my sexuality."
530,3,"Flo is a decent app and it is mostly accurate. Although accuracy is great, it is unbelievable that premium is the only way to learn additional important facts about my body. These simple features should be free, not $55.99 Canadian yearly. Even trying to understand possible period symptoms are under a premium plan. Honestly, if you are a person who wants to further educate yourself about womanly cycles, this app isn't the best option unless you would like to pay $55.99 a year or $10.99 a month."
531,1,"it's ok for tracking the cycle but first, it has a ton of unnecessary features, and second, any time I log out of the app, go log back it, I need to go THROW THE WHOLE VERY LONG ONBOARDING THAT YOU CAN'T SKIP. Wrote to support about it a couple years ago... they said it's skippable... some questions, yes, but why don't you just give registered users an option to log in directly??? and, to top this off, once I managed to log back in, my data wasn't even saved! Imma look for a new period tracker"
532,2,"I used Flo years ago, and recently came on to use it again to find that most of the app uses you are required to pay premium. The app prompts me to click on things, have daily discussions with assistance, and gives insights, all of which require premium. So I've flashed a bunch of things I can't use, totally put me off. I'd rather find an app that I can use the things shown to me without having to pay 🙃"
533,1,"Keeps getting worse and worse with every update. Now it's really hard to see which cycle day it is and it just says ""period may start today"" for like 2 weeks. It also stopped predicting for next months!! I will check other similar apps and change. Shame after years of using Flo. Also super annoying how much it's pushing for paid subscription now. Nobody will pay for an app that keeps getting WORSE."
534,1,if I could rate it zero stars I would. I've never hated an app so much. firstly the free trial charges you before the trial period is up. secondly it constantly tells me my period is late and to do a pregnancy test. 1. it's not even close to being late and 2 I'm infertile. it's triggering as to see that notification constantly and not even be able to turn it off. As below I have emailed you awaiting a response.
535,1,"UI/UX has become so terrible for me, maybe for younger audience it's better this way but I'm always at a loss within the app. Exporting the data is overcomplicated as well so I ended up manually copying everything from several years to migrate. Would never use a service which doesn't have a clear export feature again, I don't feel like I own any data I have put in the app."
536,1,"It's so insane that they make everything so women positive, but if you want ANY useful features or ANY educational information you need premium. It's really so crazy. All you can do without premium is log the date, and for me the tracking isn't even accurate. The tracking is also manual not adapted to you personally. If you're gonna act so supportive, be so supportive."
537,1,"Annoying Because this app wipes your notes. now they added a feature that a couple days before your period it doesn't show likely ovulation dates after until you actually log your period. Which is very annoying because you cannot make tentative plans. It now adds two ""possible"" period dates to your estimated period and doesn't give you an option to leave it off. I left this app once before due to being inundated with ads and unsolicited pop ups about things I'm not interested in. Not coming back"
538,2,"You regularly give me some discount or 100 days streak ""gift"" but I am unable to open and see what is it. It keeps sending me on this page and nothing happens - it just opens Play store at you app and that's about it. That's annoying. And without payong there is literally no change even to put different email adress or anything it just bugs the whole phone if you try. I do have S24 ultra - it's quite fast for anything but this app when I try to get any of your gifts."
539,3,"I kinda like the app because it looks resourceful, been having it for 3 years now but I Uninstalled at a point because I couldn't find a use for it aside log period and read chats . like , what's the point of seeing resources and yet not being granted any access to them ? like, I really want to know if there's something you can READ or DO on Flo without necessarily paying for premium. Not everyone can pay for premium use of the app ,so at least quite a few stuff should be left accessible."
540,5,"One of the Best Period Tracking Apps! I've been using Flo for a while now, and it has truly made a difference in how I track and understand my cycle. The app is beautifully designed, easy to use, and extremely accurate with predictions. I love how it not only tracks periods and ovulation but also provides insightful articles, health tips, and reminders. It’s like having a mini health assistant in my pocket."
541,1,"Tried to pay for subscription as almost everything is behind a paywall but the verification page is faulty. Input fields for verification codes don't work, nothing comes up when trying to enter numerical data. App developers need to look into this as customers can't pay for subscriptions, surprised this was not caught through QA testing."
542,1,"It was a great app until I tried to cancel after having a baby and a hysterectomy. I've spent a year trying to figure it out and it turns out I had two subscriptions, they were charging me for both and I didn't want either. It feels like you have to click a 100 times to cancel and jump through flaming hoops of fire. And you are screwed of you forget your log in or switch from IPhone to android. An absolutely terrible experience and and expensive learning curve."
543,4,love all the info you get from it definitely worth it. the only thing I wish it had was a widget that tracks the days of your cycle like a count down to it. the only widget they have is to track the growth of your baby which is awesome but not all of us are pregnant. so now I have two period apps on my phone one with a widget that show the day of my cycle and when I'm ovulating and one with an insane amount of info one everything.
544,4,"very useful for your basic needs. only thing stopping me from 5 stars is that pretty much every single feature you need to have premium for. I don't mind that for some cos obviously they gotta make money somehow but I do wish a couple more features, particularly insights about my health could perhaps be part of the free package. still a very useful app though for tracking so definitely recommend for that"
545,1,"I am not ""active"" and it keeps giving me notifications trying to make me scared, for example, ""you're 2 days late! you're 5 days late! you're 7 days late!"" this is literally just a data farming app (it collects data so it knows when you're craving chocolate, then it shows you advertisements for chocolate) zero stars"
546,2,"used to use it just to track my cycle but honestly this is not a good app at all. way too many ads and advertisements of their own app ,in app - WHILE being subscribed to premium. you can't access your information offline either. the ""useful"" insight you get is 8th grade biology at best. probably better apps out there , definitely don't reccomend this one though. you're better off tracking on paper and a calendar. and the weird kinky sex forums are... questionable"
547,5,"The app is so good, BUT, since i can't upgrade to the premium version it becomes so annoying when they ask me to, like almost everything requires premium, there are apps that can do the free options in the app without nagging about the upgrade! Please give more freedom to the users of the free version. Thank you. Update: great app, thank you so much. Recommandation: I wish you can add changes in body temperature to the symptoms feature, because many women feel reallt cold or hot during period"
548,5,"Love this app! Very easy to use and the interface is easy to understand. I downloaded it for assistance in tracking my period and ovulation for family planning purposes. And now, with its help, I'm happily 17 weeks expecting as a first time mom 🥰 So I've switched to its pregnancy tracker feature, which has also been helpful with tidbits of interesting information!"
549,5,"I was recommended Flo by a friend as I was having irregular periods after coming off contraception. After a few periods were logged the predictions have been pretty spot on, so I feel much more at ease knowing when my period will be. I really like this app and find it most useful!"
550,1,"re-download this app because i used to use it religiously, i switched over to samsung health when i got my new phone, but its just not the same, i re-downloaded & it charged me for a subscription the day i got it, when i never signed up for one, i just wanted the basic free version just too keep track of my body and my cycle.. $40 later !!!! i love the app itself. it's very accurate, but im very aggravated that this happened 😤"
551,5,"I recently started using the Flo app to track my periods and I’m really enjoying it so far! The app looks bright, friendly, and very easy to use. It lets me log my period dates, flow, moods, symptoms, and even daily feelings, which helps me understand my body better. Flo gives clear reminders for upcoming periods, fertile windows, and ovulation days, which is super helpful. There are lots of helpful health articles and tips related to women’s health and wellness."
552,2,"I am generally happy with this application and have been using it for years. the only reason I am giving it a low rating is in hopes that a developer can address an issue I gave recently been experiencing. The functionality that I ise daily is the contraceptive reminders, but as of late the reminders do not come everyday. they skip days at random which is extremely problematic"
553,3,"it's a great app for tracking my period, but also a total cash grab. I can't look at anything to learn or for advice without needing the premium feature. the app gives a bunch of free trials, but I feel like there should be more things you could be able to do without having to pay."
554,3,"Great app, but SO FREAKING BUSY. As soon as you open the app, the freaking Flo AI companion pops up every single time (I am not interested in this feature at all and cant find a way to turn it off), a million things try to update at once, and the entire interface is just TOO MUCH. Disorganized and chaotic. I really find this app incredibly frustrating to use and extremely overstimulating even when Im NOT having a menstrual-induced migraine. When I'm actually on my period, this app is unbearable."
555,3,"overall app does what I want it to do, let's me see my cycle so I can predict around when my period happens again. although I know subscriptions help keep the up running it is a bit weird to put stuff life ""finding out why your cycle is irregular"" behind it??? or information that can be very useful about periods behind that paywall."
556,5,"I really love this app and all the symptoms you can log to help you get to know your own cycle and what to expect. I have a request to add something to the symptoms if that's possible. It would be great for position of cervix (high/low) and firmness (soft/hard) to be added, as a lot of women track this whilst trying to conceive."
557,3,i gave this app a 5 star before because of the secret chats but recently they're not updating. i can see there are posts when i click on a tag but it's not showing up on my feed. my feed is filled with old posts like from 4 to 6 days ago. AND i don't think my own posts are being shown on others feed because i don't get any responses recently when i used to get so many instantly before. I've tried logging in and out and reinstalling but no use
558,1,I'm having issues logging back in since I got a new phone. When you put in my email which is registered the account I pay for it opened a new account. The new account does not include any of my saved information nor the subscription I pay for it. Can you please provide me with someone to contact in regard to how to fix this. In the meantime I'll be canceling my subscription. Signing in has been a pain and full of pop up after pop up after pop-up even once I do get to the login screen.
559,2,"It's a very misleading app. If you don't have premium (which I had, not worth it), it'll walk you through a ""conversation"" with an AI but when you get to the end of the conversation, it tells you that you need to pay to see the answers. If you just want to track your period, it's perfectly fine for that. But if you want to read articles or have questions about your period, just use google ladies. It's free and much quicker (and you don't have to have a painful conversation with an AI)."
560,5,I love this app & how it helps me keep track of my shark week every month but it is insane on how you have to pay for this app & it being so much is ridiculous for a tracker of my shark week when I can do so with a regular calendar & or my note & reminder on my cellphone... 20 something a month or more is just not a price range everyone can afford for this app & I think it should be free to a extent but still have the options of everything unless you wanted to upgrade .
561,1,"Awful app, barely works and when it does, they either sell your data or loose it (or both). Constant pop-ups and notifications begging to pay for the monthly subscription like it's their full time job. If you enjoy getting harrased to pay so they can mishandle your personal information, you'll love it. The ceo has the same vibes as the app, desperate and shady."
562,1,"For the longest time this app has really helped me and has been accurate in tracking my flow and ovulation days but of late I feel like it has a glitch. How is it possible for it to show me that I'm fertile a day after I receive my periods!!! It doesn't update my cycle and I can't see beyond two months,right now we're in August I can't see my cycle predictions beyond October. I thought my fertile period comes two weeks after my period but in the app it shows my fertile days are two days after p"
563,4,"[Edited] Thank you so much for the feedback and for giving premium subscription❤️ However after I compare Flo with a few other cycle apps, Flo lacks the cycle phase info (such as luteal phase, etc.) Please add this feature so we could specifically know which cycle phase we're in. Also please add sickness symptoms tracker such as common cold or fever, etc. I've been using Flo for 7 years and I don't want to switch. Thank you! :)"
